viagem_id;patinete_id;usuario_id;bairro_origem;bairro_destino;lat_origem;lon_origem;lat_destino;lon_destino;dt_inicio;dt_fim;duracao_min;distancia_km;valor_cobrado;bateria_inicio
VGM-000130;PAT-0029;USR-00189;Iririú;Anita Garibaldi;-26.274892526974224;-48.85572510312079;-26.31698887905804;-48.837153252611536;2024-03-16 08:45:00;2024-03-16 09:03:00;18;4.71;7.29;44
VGM-000131;PAT-0078;USR-00208;Saguaçu;Centro;-26.285825889968514;-48.851377665942174;-26.30668045440602;-48.847440287780714;2024-07-01 18:32:00;2024-07-01 18:38:00;6;3.89;5.64;53
VGM-000132;PAT-0071;USR-00201;Paranaguamirim;Iririú;-26.34277892189529;-48.81987392480024;-26.27782108620373;-48.852436899030195;2024-12-12 15:16:00;2024-12-12 15:30:00;14;2.63;4.77;61
VGM-000133;PAT-0061;USR-00299;Saguaçu;Itaum;-26.288801346326665;-48.84740244316362;-26.32838165414886;-48.81960338211097;2024-01-16 18:54:00;2024-01-16 19:25:00;31;4.17;6.79;70
VGM-000134;PAT-0027;USR-00063;Anita Garibaldi;Saguaçu;-26.313623848285964;-48.834726003778776;-26.283662884002347;-48.852225163734445;2024-10-11 13:06:00;2024-10-11 13:38:00;32;7.52;10.36;69
VGM-000135;PAT-0017;USR-00133;Itaum;Paranaguamirim;-26.325570902960873;-48.81780646377631;-26.33906538617295;-48.81981970991041;2024-02-22 10:07:00;2024-02-22 10:10:00;3;0.91;3.58;48
VGM-000136;PAT-0045;USR-00004;Anita Garibaldi;América;-26.313767970679795;-48.83109741946982;-26.295837565567904;-48.85497667820466;2024-02-01 13:08:00;2024-02-01 13:23:00;15;8.31;11.84;30
VGM-000137;PAT-0013;USR-00104;Iririú;Iririú;-26.274812093782565;-48.859205934153564;-26.272712219455492;-48.85589501286302;2024-07-24 17:43:00;2024-07-24 18:26:00;43;6.31;7.86;29
VGM-000138;PAT-0028;USR-00030;Itaum;Anita Garibaldi;-26.327969810411048;-48.817685035096595;-26.313764695875147;-48.83066807082951;2024-11-26 08:37:00;2024-11-26 09:17:00;40;7.06;8.84;48
VGM-000139;PAT-0061;USR-00199;Itaum;Paranaguamirim;-26.331363703976205;-48.823125880559026;-26.338349440109933;-48.813625975187904;2024-05-12 08:01:00;2024-05-12 08:08:00;7;7.47;9.69;89
VGM-000140;PAT-0011;USR-00002;Centro;Jardim Iririú;-26.29968217917279;-48.84261822946843;-26.267434215714978;-48.85698174100124;2024-04-11 20:51:00;2024-04-11 21:02:00;11;5.14;7.11;90
VGM-000141;PAT-0009;USR-00275;Saguaçu;Bucarein;-26.28037552705058;-48.84480936486138;-26.29957269074572;-48.842336254054956;2024-02-17 16:07:00;2024-02-17 16:12:00;5;5.01;7.73;67
VGM-000142;PAT-0080;USR-00207;Bucarein;Bucarein;-26.300482177041744;-48.84159206245015;-26.301654237328957;-48.84338333916805;2024-08-24 07:10:00;2024-08-24 07:49:00;39;4.91;8.18;26
VGM-000143;PAT-0069;USR-00129;América;Saguaçu;-26.291027514941078;-48.84889757201377;-26.289055811023395;-48.85191599627283;2024-08-09 18:31:00;2024-08-09 18:35:00;4;3.89;7.04;46
VGM-000144;PAT-0037;USR-00047;Glória;Jardim Iririú;-26.321991216901832;-48.83185649886816;-26.26468481666888;-48.85624066977814;2024-07-14 19:11:00;2024-07-14 19:36:00;25;2.99;5.23;57
VGM-000145;PAT-0030;USR-00028;América;Paranaguamirim;-26.293151595056226;-48.85128832101067;-26.335816024579184;-48.81216839970972;2024-04-19 11:17:00;2024-04-19 11:37:00;20;4.78;6.33;43
VGM-000146;PAT-0002;USR-00281;Paranaguamirim;Iririú;-26.344631130526455;-48.81178363102289;-26.273502119532356;-48.85831881902402;2024-08-16 10:02:00;2024-08-16 10:44:00;42;5.72;8.61;44
VGM-000147;PAT-0013;USR-00164;América;Iririú;-26.2899043566602;-48.85140734802827;-26.278965658851394;-48.85487739436123;2024-11-13 13:41:00;2024-11-13 14:02:00;21;4.86;7.23;72
VGM-000148;PAT-0001;USR-00126;Paranaguamirim;Saguaçu;-26.33997320976771;-48.816422017346746;-26.28597972783112;-48.84812625192079;2024-09-12 19:56:00;2024-09-12 20:34:00;38;7.0;10.51;40
VGM-000149;PAT-0003;USR-00116;Itaum;Paranaguamirim;-26.334485212487497;-48.820057875527496;-26.337710607998947;-48.81374908447313;2024-09-02 07:05:00;2024-09-02 07:25:00;20;5.95;9.28;37
VGM-000150;PAT-0003;USR-00186;América;Anita Garibaldi;-26.293213535357634;-48.84771750747563;-26.3092017911599;-48.83053813106009;2024-07-15 10:26:00;2024-07-15 10:41:00;15;1.45;3.92;24
VGM-000151;PAT-0014;USR-00110;Iririú;América;-26.270917341140333;-48.85664791952629;-26.29481781377709;-48.85020228558238;2024-11-25 22:15:00;2024-11-25 22:58:00;43;6.61;8.4;51
VGM-000152;PAT-0080;USR-00041;América;Jardim Iririú;-26.29360438109333;-48.85426238406864;-26.272999692811545;-48.859597827332216;2024-10-05 06:24:00;2024-10-05 06:49:00;25;7.44;10.97;44
VGM-000153;PAT-0028;USR-00163;Iririú;Itaum;-26.278551051279088;-48.85287985979669;-26.327878629541193;-48.824496770670656;2024-09-02 21:22:00;2024-09-02 22:01:00;39;6.03;8.31;59
VGM-000154;PAT-0032;USR-00174;Iririú;Itaum;-26.27510547239722;-48.851740217872916;-26.331434038240136;-48.82437092523982;2024-09-14 16:24:00;2024-09-14 16:44:00;20;6.36;8.72;78
VGM-000155;PAT-0062;USR-00162;Glória;América;-26.315143495458894;-48.83399362521476;-26.29345518668382;-48.85412653208673;2024-04-02 06:20:00;2024-04-02 07:01:00;41;8.15;9.51;57
VGM-000156;PAT-0020;USR-00101;Anita Garibaldi;Saguaçu;-26.314579447284885;-48.83760125887244;-26.289871025302105;-48.85267529228308;2024-04-22 06:57:00;2024-04-22 07:17:00;20;3.26;6.27;43
VGM-000157;PAT-0054;USR-00256;Bucarein;América;-26.29627864452594;-48.84558028010239;-26.290597005932387;-48.8485664710443;2024-01-30 21:33:00;2024-01-30 21:58:00;25;6.64;10.07;53
VGM-000158;PAT-0063;USR-00034;Glória;Anita Garibaldi;-26.317383803846713;-48.83152058588418;-26.30848849264574;-48.832766696960064;2024-10-26 13:10:00;2024-10-26 13:19:00;9;6.43;9.57;72
VGM-000159;PAT-0020;USR-00239;Centro;Paranaguamirim;-26.307023624560077;-48.84669649021095;-26.335423683537275;-48.81863943765568;2024-05-06 13:17:00;2024-05-06 13:54:00;37;2.06;4.17;46
VGM-000160;PAT-0008;USR-00271;América;Glória;-26.288717836513882;-48.848511736630364;-26.319342550493868;-48.82663921099205;2024-01-29 13:36:00;2024-01-29 14:03:00;27;2.93;5.74;33
VGM-000161;PAT-0022;USR-00047;Itaum;América;-26.331322168672806;-48.818488524151185;-26.2908553867226;-48.854452139651535;2024-06-30 11:11:00;2024-06-30 11:29:00;18;2.17;4.41;22
VGM-000162;PAT-0013;USR-00174;Bucarein;América;-26.296676941694063;-48.840790714325216;-26.29514943614511;-48.852988244130024;2024-10-30 16:51:00;2024-10-30 17:16:00;25;3.27;6.0;58
VGM-000163;PAT-0063;USR-00102;Itaum;Jardim Iririú;-26.32866470289239;-48.821476250533905;-26.267511271984574;-48.862510231008386;2024-10-29 06:45:00;2024-10-29 07:10:00;25;1.93;4.38;49
VGM-000164;PAT-0011;USR-00135;América;Bucarein;-26.290642253159252;-48.84758552446915;-26.299200209210344;-48.843276929014266;2024-10-17 10:36:00;2024-10-17 10:51:00;15;8.27;12.01;77
VGM-000165;PAT-0080;USR-00217;América;Centro;-26.295097102299458;-48.851287128326014;-26.303328647191165;-48.8486533623411;2024-09-09 15:11:00;2024-09-09 15:45:00;34;2.42;4.77;94
VGM-000166;PAT-0029;USR-00063;Anita Garibaldi;Saguaçu;-26.30864697504411;-48.83020895061985;-26.286112736521236;-48.848110490735614;2024-01-20 08:03:00;2024-01-20 08:20:00;17;5.25;6.74;73
VGM-000167;PAT-0029;USR-00281;Paranaguamirim;Paranaguamirim;-26.341792199350284;-48.81365857861704;-26.342597008765495;-48.81592592118645;2024-11-04 13:01:00;2024-11-04 13:37:00;36;7.95;10.47;84
VGM-000168;PAT-0008;USR-00029;Glória;Iririú;-26.323134814896;-48.83373735258435;-26.279050347247715;-48.850134305092205;2024-09-01 06:21:00;2024-09-01 07:03:00;42;1.45;3.88;70
VGM-000169;PAT-0019;USR-00035;Saguaçu;Centro;-26.28959224858445;-48.84623822437924;-26.30625081555411;-48.85064073649872;2024-04-13 10:21:00;2024-04-13 10:35:00;14;5.57;7.94;89
VGM-000170;PAT-0001;USR-00195;Jardim Iririú;Bucarein;-26.267091070568117;-48.861748959845684;-26.30203355165712;-48.845578186236125;2024-06-14 07:01:00;2024-06-14 07:13:00;12;3.8;5.85;23
VGM-000171;PAT-0029;USR-00240;América;Glória;-26.289224356381578;-48.84913672803314;-26.323231030491762;-48.83447174106091;2024-10-27 10:49:00;2024-10-27 10:59:00;10;6.91;8.43;24
VGM-000172;PAT-0030;USR-00285;Paranaguamirim;Glória;-26.344834121710722;-48.81930358851837;-26.315126638414206;-48.82874158805017;2024-09-26 17:04:00;2024-09-26 17:30:00;26;6.84;8.18;90
VGM-000173;PAT-0043;USR-00300;Iririú;Itaum;-26.274879069417004;-48.858251185628234;-26.33055896443093;-48.824454907225864;2024-12-26 18:37:00;2024-12-26 18:46:00;9;7.12;10.58;60
VGM-000174;PAT-0003;USR-00233;Saguaçu;Iririú;-26.28773504224802;-48.84444262741094;-26.27468128233495;-48.85163560262624;2024-06-21 15:20:00;2024-06-21 15:31:00;11;0.79;3.35;38
VGM-000175;PAT-0046;USR-00199;Glória;América;-26.318548272095907;-48.83272820442976;-26.287263814712627;-48.85088061369318;2024-03-21 19:50:00;2024-03-21 20:33:00;43;8.42;9.8;92
VGM-000176;PAT-0019;USR-00050;Paranaguamirim;Anita Garibaldi;-26.34325633570995;-48.81162958874757;-26.307044310995096;-48.83472992375419;2024-09-06 16:11:00;2024-09-06 16:49:00;38;3.36;5.73;55
VGM-000177;PAT-0062;USR-00095;Glória;Glória;-26.318090622618975;-48.832207239115455;-26.319172855506554;-48.829384054922876;2024-12-21 17:14:00;2024-12-21 17:59:00;45;4.94;6.88;68
VGM-000178;PAT-0062;USR-00034;Saguaçu;América;-26.286132646536995;-48.84657118089941;-26.28787526178956;-48.85429186293694;2024-10-28 11:24:00;2024-10-28 11:46:00;22;8.46;10.46;94
VGM-000179;PAT-0037;USR-00218;América;Paranaguamirim;-26.286632700112634;-48.8490584942649;-26.341730589756633;-48.81802309696885;2024-12-18 15:08:00;2024-12-18 15:22:00;14;8.17;9.93;26
VGM-000180;PAT-0050;USR-00258;Centro;Saguaçu;-26.30802479055854;-48.84607345246855;-26.286942560425526;-48.849811826771266;2024-01-01 18:54:00;2024-01-01 19:33:00;39;7.46;10.6;39
VGM-000181;PAT-0074;USR-00214;Anita Garibaldi;Bucarein;-26.3135893364895;-48.83694689323303;-26.298972962790053;-48.84106503584178;2024-01-17 11:38:00;2024-01-17 12:01:00;23;2.98;5.95;31
VGM-000182;PAT-0017;USR-00142;Iririú;Paranaguamirim;-26.278865264787594;-48.857873556236285;-26.338274927373263;-48.81789882224059;2024-11-09 13:40:00;2024-11-09 14:19:00;39;4.72;6.99;82
VGM-000183;PAT-0068;USR-00047;Itaum;Saguaçu;-26.325753063817213;-48.824668106454375;-26.283178083107448;-48.85183668272867;2024-02-23 21:09:00;2024-02-23 21:33:00;24;2.62;5.52;76
VGM-000184;PAT-0010;USR-00154;Anita Garibaldi;Paranaguamirim;-26.308226606466192;-48.83696053598759;-26.341847605653506;-48.81029883113581;2024-02-09 13:22:00;2024-02-09 13:45:00;23;3.04;6.1;56
VGM-000185;PAT-0027;USR-00092;Iririú;Glória;-26.277420583722847;-48.85346837209468;-26.323667900758632;-48.834780181851905;2024-03-26 08:52:00;2024-03-26 09:37:00;45;0.85;3.41;28
VGM-000186;PAT-0028;USR-00060;Paranaguamirim;Itaum;-26.33840015953966;-48.81061695181551;-26.328676037435343;-48.81697302594664;2024-11-23 16:28:00;2024-11-23 16:31:00;3;0.92;3.44;79
VGM-000187;PAT-0027;USR-00055;Paranaguamirim;Saguaçu;-26.33682777799799;-48.81128795517737;-26.288716741378114;-48.84511964850425;2024-05-15 12:15:00;2024-05-15 12:22:00;7;1.06;3.62;53
VGM-000188;PAT-0046;USR-00048;Saguaçu;Centro;-26.284447991884004;-48.845339352234646;-26.30361507491771;-48.848227858861556;2024-06-28 14:50:00;2024-06-28 14:59:00;9;4.88;6.53;44
VGM-000189;PAT-0046;USR-00217;Itaum;Paranaguamirim;-26.32970349421644;-48.81711552656747;-26.338065778719436;-48.81864373383993;2024-01-01 07:24:00;2024-01-01 07:55:00;31;1.22;3.82;24
VGM-000190;PAT-0061;USR-00170;Jardim Iririú;América;-26.270581477090996;-48.85835015096524;-26.288993885036056;-48.85454371353295;2024-08-02 11:56:00;2024-08-02 12:25:00;29;1.6;3.79;58
VGM-000191;PAT-0034;USR-00116;Saguaçu;Saguaçu;-26.289068972321942;-48.85039713142434;-26.282465278893405;-48.84602568382763;2024-09-09 18:22:00;2024-09-09 18:59:00;37;4.51;7.14;46
VGM-000192;PAT-0034;USR-00187;Anita Garibaldi;Jardim Iririú;-26.30802784242047;-48.83092804969294;-26.264271405784346;-48.858571934089134;2024-07-11 09:53:00;2024-07-11 10:26:00;33;7.28;9.37;60
VGM-000193;PAT-0054;USR-00212;Glória;Glória;-26.315995819428366;-48.82829267688094;-26.320000410080354;-48.82717254325748;2024-10-22 13:10:00;2024-10-22 13:41:00;31;5.01;6.55;27
VGM-000194;PAT-0061;USR-00029;Centro;Centro;-26.30306898542727;-48.8455955936902;-26.302097508104705;-48.84182518827601;2024-02-07 07:18:00;2024-02-07 07:22:00;4;4.14;6.53;39
VGM-000195;PAT-0071;USR-00160;Paranaguamirim;Centro;-26.341609702089514;-48.818890105307865;-26.303208272646344;-48.84428072636734;2024-06-12 14:06:00;2024-06-12 14:13:00;7;5.63;8.01;49
VGM-000196;PAT-0044;USR-00017;Anita Garibaldi;Iririú;-26.313507904253875;-48.835529444561935;-26.278133600602022;-48.85844148463448;2024-06-24 11:56:00;2024-06-24 12:23:00;27;1.87;4.31;88
VGM-000197;PAT-0014;USR-00292;Anita Garibaldi;Itaum;-26.3097404432113;-48.83539641728798;-26.334743103551304;-48.82256557383235;2024-03-23 08:35:00;2024-03-23 08:43:00;8;0.9;3.38;66
VGM-000198;PAT-0044;USR-00257;Anita Garibaldi;Glória;-26.308028897400476;-48.83135436390477;-26.32215458614323;-48.82657806269127;2024-06-22 21:45:00;2024-06-22 21:49:00;4;5.91;8.05;26
VGM-000199;PAT-0069;USR-00091;Itaum;Bucarein;-26.32612913575735;-48.81953351779812;-26.29856966293662;-48.84490693924165;2024-08-08 11:38:00;2024-08-08 12:08:00;30;7.01;8.86;40
VGM-000200;PAT-0020;USR-00260;Saguaçu;Iririú;-26.282201244541422;-48.849195994510296;-26.273828940555713;-48.85927477683045;2024-03-21 07:06:00;2024-03-21 07:30:00;24;4.12;7.3;40
VGM-000201;PAT-0037;USR-00263;Glória;Centro;-26.318579683538456;-48.82523199671489;-26.300900406694968;-48.844167199459584;2024-04-15 12:26:00;2024-04-15 13:04:00;38;0.0;9.36;91
VGM-000202;PAT-0038;USR-00128;Centro;Anita Garibaldi;-26.30855860035005;-48.85009279406674;-26.31503754283294;-48.8359747364451;2024-10-03 14:42:00;2024-10-03 15:03:00;21;8.45;9.79;98
VGM-000203;PAT-0062;USR-00092;Iririú;Bucarein;-26.278383712859053;-48.855774515716874;-26.301744502101013;-48.837799599474536;2024-06-01 13:06:00;2024-06-01 13:12:00;6;1.55;3.88;55
VGM-000204;PAT-0078;USR-00045;Bucarein;Paranaguamirim;-26.294014458114727;-48.846579753248285;-26.335365200525256;-48.81349744928906;2024-07-20 21:09:00;2024-07-20 21:15:00;6;3.01;5.61;74
VGM-000205;PAT-0038;USR-00037;Saguaçu;Iririú;-26.283935709403405;-48.84560095879233;-26.278919554406233;-48.85909581022208;2024-07-03 06:27:00;2024-07-03 06:35:00;8;1.79;4.3;70
VGM-000206;PAT-0072;USR-00297;Itaum;Centro;-26.33490802948383;-48.815819234478006;-26.30461508929893;-48.84172143432747;2024-05-30 21:12:00;2024-05-30 21:21:00;9;5.02;7.58;63
VGM-000207;PAT-0027;USR-00199;Jardim Iririú;Bucarein;-26.27198528457134;-48.862199626704495;-26.297144362712064;-48.844414427363596;2024-01-14 12:10:00;2024-01-14 12:53:00;43;4.02;6.03;43
VGM-000208;PAT-0063;USR-00120;Anita Garibaldi;Jardim Iririú;-26.310364982308922;-48.83141658323201;-26.267586255790928;-48.861627875095934;2024-05-29 08:30:00;2024-05-29 08:40:00;10;6.71;7.97;77
VGM-000209;PAT-0036;USR-00245;Jardim Iririú;América;-26.27294938416154;-48.86207781769538;-26.29513967842967;-48.851977395863166;2024-06-06 18:30:00;2024-06-06 19:04:00;34;6.36;8.56;63
VGM-000210;PAT-0014;USR-00102;Iririú;Saguaçu;-26.278391919485824;-48.850892298383556;-26.289429730859965;-48.85248775703596;2024-12-04 14:05:00;2024-12-04 14:49:00;44;8.08;9.12;40
VGM-000211;PAT-0074;USR-00130;Jardim Iririú;Saguaçu;-26.267512662106334;-48.857460380964035;-26.28894516572539;-48.84803484577769;2024-10-05 18:11:00;2024-10-05 18:37:00;26;7.59;9.27;45
VGM-000212;PAT-0001;USR-00174;Paranaguamirim;Centro;-26.338081048023074;-48.81195093223158;-26.303544123161274;-48.84996681508925;2024-07-14 17:11:00;2024-07-14 17:42:00;31;3.59;6.39;45
VGM-000213;PAT-0013;USR-00300;Glória;Iririú;-26.318480387404975;-48.83481993444399;-26.274556551123656;-48.85599029673311;2024-01-23 14:28:00;2024-01-23 15:00:00;32;2.71;4.84;37
VGM-000214;PAT-0032;USR-00300;Glória;América;-26.322757306905395;-48.82537189642926;-26.293662592079635;-48.852492902120076;2024-05-14 13:53:00;2024-05-14 14:13:00;20;5.41;8.16;86
VGM-000215;PAT-0045;USR-00015;Itaum;Itaum;-26.327878207786522;-48.817733290079296;-26.328622258581543;-48.817271599165736;2024-10-15 07:09:00;2024-10-15 07:54:00;45;3.5;6.07;39
VGM-000216;PAT-0074;USR-00111;Paranaguamirim;Saguaçu;-26.34262750912503;-48.81695248904614;-26.281799324979442;-48.84496829488367;2024-02-19 08:42:00;2024-02-19 09:07:00;25;0.37;2.83;99
VGM-000217;PAT-0071;USR-00154;Bucarein;Saguaçu;-26.299746003018406;-48.83870605335141;-26.289584210401536;-48.85146587117611;2024-10-04 19:48:00;2024-10-04 20:28:00;40;2.94;5.47;49
VGM-000218;PAT-0015;USR-00280;Glória;América;-26.31753508594882;-48.83218478801585;-26.29101870056452;-48.8523344881262;2024-04-26 07:53:00;2024-04-26 08:20:00;27;1.53;3.88;21
VGM-000219;PAT-0032;USR-00181;América;Paranaguamirim;-26.289503671009527;-48.84727246160434;-26.338106895878973;-48.81626646838968;2024-09-24 19:34:00;2024-09-24 20:07:00;33;7.32;8.79;37
VGM-000220;PAT-0027;USR-00043;Glória;Jardim Iririú;-26.316507765895057;-48.83387419609588;-26.270476880729305;-48.863485895560636;2024-10-20 13:30:00;2024-10-20 13:52:00;22;5.09;6.86;22
VGM-000221;PAT-0019;USR-00001;Itaum;Anita Garibaldi;-26.328423871076996;-48.817963140225395;-26.31392229094707;-48.83201546494949;2024-02-10 18:57:00;2024-02-10 19:02:00;5;6.6;8.93;37
VGM-000222;PAT-0008;USR-00208;Iririú;Glória;-26.274316913966643;-48.85459301523355;-26.318863620970106;-48.827927716716644;2024-09-14 22:51:00;2024-09-14 23:30:00;39;4.67;7.86;62
VGM-000223;PAT-0046;USR-00048;América;Centro;-26.295063252321718;-48.85503465529804;-26.300420647065565;-48.84929618213703;2024-12-12 10:07:00;2024-12-12 10:38:00;31;5.66;7.45;71
VGM-000224;PAT-0019;USR-00043;América;América;-26.292322841969405;-48.85358106171741;-26.287900755796972;-48.85233278091406;2024-03-29 11:13:00;2024-03-29 11:28:00;15;1.94;4.37;93
VGM-000225;PAT-0080;USR-00128;América;Centro;-26.293347976323183;-48.855875959637224;-26.303568697809006;-48.85014194975144;2024-03-05 07:27:00;2024-03-05 07:35:00;8;7.04;8.6;33
VGM-000226;PAT-0017;USR-00177;Bucarein;Jardim Iririú;-26.30056010356621;-48.84231232034536;-26.26569778282243;-48.858717934029066;2024-12-15 19:12:00;2024-12-15 19:55:00;43;7.89;9.02;47
VGM-000227;PAT-0071;USR-00299;América;Paranaguamirim;-26.286269894452477;-48.8529873473924;-26.341351775297923;-48.81878628075451;2024-03-16 14:20:00;2024-03-16 14:27:00;7;7.62;11.25;46
VGM-000228;PAT-0049;USR-00001;Anita Garibaldi;Bucarein;-26.313069022753332;-48.834016425157024;-26.29659034471901;-48.83714065831375;2024-02-14 18:35:00;2024-02-14 19:03:00;28;6.16;8.96;21
VGM-000229;PAT-0080;USR-00257;Saguaçu;Iririú;-26.281079534448228;-48.85002762192291;-26.275338184088724;-48.85219317925312;2024-10-09 16:54:00;2024-10-09 17:14:00;20;5.03;7.68;49
VGM-000230;PAT-0010;USR-00208;Centro;Itaum;-26.30308861374003;-48.84820080888493;-26.333100638635422;-48.82109761450416;2024-09-23 20:58:00;2024-09-23 21:01:00;3;1.85;4.56;22
VGM-000231;PAT-0074;USR-00005;América;Jardim Iririú;-26.288051886964585;-48.84856806801268;-26.26598261726123;-48.85921436067721;2024-12-24 22:50:00;2024-12-24 23:19:00;29;1.52;4.25;48
VGM-000232;PAT-0013;USR-00263;Glória;Glória;-26.319973629068947;-48.83451857164022;-26.319435353626513;-48.825886581837835;2024-02-27 19:09:00;2024-02-27 19:21:00;12;2.83;5.75;45
VGM-000233;PAT-0018;USR-00016;Paranaguamirim;Bucarein;-26.339230961153735;-48.810971050048074;-26.299413784180462;-48.84145900719604;2024-10-17 09:59:00;2024-10-17 10:08:00;9;1.13;3.74;52
VGM-000234;PAT-0008;USR-00024;Jardim Iririú;Centro;-26.268074823061813;-48.85647736125609;-26.300286608099213;-48.84945501513602;2024-10-15 09:50:00;2024-10-15 10:11:00;21;4.67;6.77;72
VGM-000235;PAT-0013;USR-00229;Centro;Centro;-26.307447570122022;-48.84452195316774;-26.309190658821734;-48.84741296644419;2024-10-01 17:56:00;2024-10-01 18:25:00;29;8.04;10.44;79
VGM-000236;PAT-0018;USR-00140;Itaum;Centro;-26.327775478847382;-48.81906778429892;-26.306242268487505;-48.84276855134971;2024-05-15 18:41:00;2024-05-15 19:15:00;34;0.62;3.1;76
VGM-000237;PAT-0058;USR-00077;Paranaguamirim;Bucarein;-26.34219227637559;-48.8110769750186;-26.302431186022222;-48.840557869840104;2024-10-19 21:02:00;2024-10-19 21:16:00;14;1.34;3.66;28
VGM-000238;PAT-0014;USR-00256;Anita Garibaldi;Paranaguamirim;-26.316756840335685;-48.83814669820472;-26.337334726837785;-48.81349275615666;2024-05-21 18:09:00;2024-05-21 18:51:00;42;3.16;5.05;35
VGM-000239;PAT-0063;USR-00118;Jardim Iririú;Saguaçu;-26.26654527704093;-48.86421030837809;-26.282978925458863;-48.84433178514311;2024-11-07 18:02:00;2024-11-07 18:30:00;28;0.87;3.53;74
VGM-000240;PAT-0001;USR-00144;Jardim Iririú;Itaum;-26.27122889320593;-48.8626048983009;-26.331686477812635;-48.81606026942538;2024-06-18 13:03:00;2024-06-18 13:36:00;33;7.44;10.25;78
VGM-000241;PAT-0062;USR-00094;Paranaguamirim;Centro;-26.335595414156472;-48.812054217212996;-26.30264337097793;-48.842002074282206;2024-05-17 17:01:00;2024-05-17 17:25:00;24;7.91;9.07;66
VGM-000242;PAT-0028;USR-00017;Paranaguamirim;Paranaguamirim;-26.335460714229974;-48.819653297332735;-26.34104062773804;-48.81905150806747;2024-06-04 15:17:00;2024-06-04 15:51:00;34;5.7;8.82;21
VGM-000243;PAT-0061;USR-00163;América;Jardim Iririú;-26.286851356097795;-48.850171931649164;-26.265437462085778;-48.85955873998037;2024-12-22 09:55:00;2024-12-22 10:12:00;17;1.95;4.27;76
VGM-000244;PAT-0009;USR-00058;Itaum;Centro;-26.331298412997445;-48.815045624838085;-26.304858163372636;-48.84379490478782;2024-03-09 15:47:00;2024-03-09 16:18:00;31;1.64;4.33;74
